# EIA Form 860 (2024) — Wind Farm Operators & Owners
# 928 unique companies, sorted by total installed capacity
# Generated: 2026-05-03
# Source: https://www.eia.gov/electricity/data/eia860/xls/eia8602024.zip
# Columns: MW (nameplate), Plants
    27.3 MW     1 plants  Wildcat Wind, LLC
    25.3 MW     1 plants  Ridgewind Power Partners LLC
      25 MW     1 plants  ESI Vansycle Partners LP
    24.7 MW     8 plants  Midwest Power Partners LLC
    24.6 MW     1 plants  Golden Valley Elec Assn Inc
      24 MW     1 plants  Auwahi Wind Energy LLC
    23.5 MW     1 plants  CalPortland Company
    22.8 MW     1 plants  CPV Canton Mountain Wind LLC
    22.5 MW     1 plants  Ewington Energy Systems, LLC
    22.5 MW     1 plants  Power County Wind Park South LLC
    22.5 MW     1 plants  Power County Wind Park North LLC
    22.4 MW     1 plants  Idaho Winds LLC
      21 MW     1 plants  Apollo Energy Corp
      21 MW     1 plants  Hot Springs Windfarm, LLC
      21 MW     1 plants  Bennett Creek Windfarm LLC
      21 MW     2 plants  Iowa Lakes Electric Coop
      21 MW     1 plants  Grant County Wind, LLC
      20 MW     1 plants  Edom Hills Project 1 LLC
      20 MW     1 plants  Aspenall Energies (Delaware), LLC
      20 MW     2 plants  Everpoint Services Inc
      20 MW     1 plants  DeWind Co.
      20 MW     1 plants  CPV Spruce Mountain Wind LLC
      20 MW     1 plants  Pleasant Hill Wind Energy LLC
      20 MW     1 plants  WEB Silver Maple Wind LLC
    19.8 MW     1 plants  Rising Tree Wind Farm II LLC
    19.6 MW     1 plants  Massachusetts Mun Wholes Electric Co
    18.9 MW     1 plants  Spanish Fork Wind Park 2, LLC
    18.9 MW     6 plants  Marshall Wind Farm, LLC
    18.9 MW     1 plants  Cassia Gulch Wind Park, LLC
    18.9 MW     1 plants  Buffalo Bear, LLC
      18 MW     2 plants  Echo 2
      18 MW     1 plants  Fire Island Wind LLC
    17.7 MW     1 plants  Gordon Butte Wind LLC
    17.4 MW     1 plants  International Turbine Res Inc
      17 MW     1 plants  Chevron USA
    16.8 MW     1 plants  Tuana Springs Energy, LLC
    15.3 MW     1 plants  RoxWind LLC
    14.3 MW     1 plants  Jericho Power LLC
    13.8 MW     1 plants  South Fork Wind, LLC
    12.5 MW     1 plants  Greensburg Wind Farm, LLC
      12 MW     1 plants  Virginia Electric & Power Co
    11.8 MW     1 plants  Shaokatan Hills, LLC (Longroad)
    11.5 MW     2 plants  Madison Windpower LLC
    11.5 MW     1 plants  Pantex (NNSA)
    11.4 MW     2 plants  Consolidated Edison Solutions Inc.
    11.2 MW     1 plants  Lakota Ridge, LLC (Longroad)
    10.4 MW     1 plants  Eastridge Wind Project
    10.1 MW     8 plants  Foundation HA Energy Generation, LLC
      10 MW     3 plants  Odessa Energy Services LLC
      10 MW     1 plants  Ralls Wind Farm LLC
      10 MW     1 plants  Musselshell Wind Project LLC
      10 MW     1 plants  Musselshell Wind Project Two LLC
      10 MW     1 plants  Jett Creek
      10 MW     1 plants  Benson Creek
      10 MW     1 plants  Durbin Creek
      10 MW     1 plants  Prospector
      10 MW     1 plants  Willow Spring
     9.9 MW     1 plants  Threemile Canyon Wind I, LLC
     9.9 MW     1 plants  Galactic Wind
     9.1 MW     1 plants  Pisgah Mountain, LLC
       9 MW     1 plants  Cycle Holdings, LLC
       9 MW     1 plants  Kodiak Electric Assn Inc
       9 MW     1 plants  PaTu Wind Farm LLC
     8.8 MW     2 plants  Southern Minnesota Mun P Agny
     8.7 MW     1 plants  GE Wind Energy LLC
     8.4 MW     1 plants  Agriwind Holdings, LLC
     8.4 MW     1 plants  Cassia Wind Farm, LLC
     8.2 MW     4 plants  Foundation CA Fund VI Manager LLC
     8.1 MW     3 plants  Foundation CA Fund V Manager, LLC
       8 MW     1 plants  Huerfano River Wind, LLC
     7.2 MW     1 plants  American Mun Power-Ohio, Inc
     6.9 MW     1 plants  Creston Ridge II, LLC
     6.9 MW     1 plants  Perennial Wind, LLC
     6.8 MW     1 plants  Creston Ridge, LLC
       6 MW     1 plants  City of Lamar - (CO)
       6 MW     2 plants  RENEW Energy Inc
       6 MW     3 plants  Brewster
       6 MW     1 plants  Coastal Community Action Program
     5.8 MW     1 plants  E&E Enterprises LLC
     5.6 MW     1 plants  City of Worthington - (MN)
     5.6 MW     1 plants  Foundation CA Fund X Manager LLC
     5.6 MW     1 plants  SPPW1, LLC
     5.4 MW     3 plants  Foundation CA Fund IX Manager, LLC
       5 MW     1 plants  Loess Hills Wind Farm LLC
       5 MW     1 plants  GL Wind LLC
       5 MW     1 plants  Cashton Greens Wind Farm LLC
       5 MW     1 plants  FPC Services Inc.
       5 MW     1 plants  Wind Colebrook South
       5 MW     1 plants  Rock County Wind Fuel, LLC
     4.5 MW     1 plants  CPV Beaver Ridge Wind LLC
     4.5 MW     1 plants  Air Force Civil Engineer Center
     4.5 MW     1 plants  Fox Island Wind LLC
     4.5 MW     1 plants  Cooper Hatchery Inc.
     4.5 MW     3 plants  Haviland Plastic Products Co
     4.5 MW     1 plants  WED Coventry Two, LLC
     4.5 MW     4 plants  Narragansett Bay Commission
     4.5 MW     1 plants  OEE XIX, LLC
     4.5 MW     1 plants  OEE XXIII LLC
     4.5 MW     1 plants  OEE XXVI LLC
     4.5 MW     1 plants  OEE XXX LLC
     4.5 MW     1 plants  OEE XXVIII LLC
     4.5 MW     1 plants  OEE XXXIII LLC
     4.3 MW     1 plants  Gamesa Wind US LLC
       4 MW     1 plants  Willmar Municipal Utilities
       4 MW     1 plants  Equity Industrial Turbines
       4 MW     1 plants  Fort Hays State University
     3.8 MW     1 plants  Community Renewables, LLC
     3.8 MW     2 plants  Foundation CA Fund VIII Manager, LLC
     3.5 MW     1 plants  West Texas A&M University
     3.4 MW     1 plants  Henkel U.S. Operations Corporation
     3.4 MW     1 plants  Mt Wachusett Community College
     3.4 MW     1 plants  US Air Force
     3.4 MW     1 plants  Dept of Corrections NCCI Wind
     3.3 MW     1 plants  Kotzebue Electric Assn Inc
     3.2 MW     1 plants  NextEra Renewable Fuels, LLC
     3.2 MW     1 plants  Carleton College
     3.2 MW     1 plants  Tooele Army Depot
       3 MW     1 plants  City of Geneseo - (IL)
       3 MW     1 plants  Town of Princeton - (MA)
       3 MW     1 plants  Bluestem LLC
       3 MW     1 plants  Lime Wind LLC
       3 MW     1 plants  Michelangelo Wind 3 LLC
       3 MW     1 plants  Optimum Wind 5 LLC
       3 MW     1 plants  Optimum Wind 6 LLC
       3 MW     1 plants  Optimum Wind 7 LLC
       3 MW     1 plants  Optimum Wind 4 LLC
       3 MW     1 plants  Optimum Wind 3 LLC
       3 MW     1 plants  Leonardo Wind 1 LLC
       3 MW     1 plants  Venus Wind 3 LLC
       3 MW     1 plants  Michelangelo Wind 1 LLC
       3 MW     1 plants  Michelangelo Wind 4 LLC
       3 MW     1 plants  S.C. Johnson & Son, Inc.
       3 MW     1 plants  Fairhaven Wind LLC
       3 MW     1 plants  Findlay Wind Farm
       3 MW     1 plants  OEE XXV LLC
       3 MW     1 plants  WED Green Hill, LLC
       3 MW     1 plants  WED Plainfield II, LLC
       3 MW     1 plants  WED Plainfield III, LLC
       3 MW     1 plants  WED Plainfield, LLC
       3 MW     1 plants  WED Shun I, LLC
       3 MW     1 plants  WED Shun II, LLC
       3 MW     1 plants  WED Shun III, LLC
       3 MW     1 plants  Green Providence Wind II, LLC
     2.7 MW     1 plants  Waverly Municipal Elec Utility
     2.7 MW     1 plants  Western Plains Wind, LLC
     2.5 MW     1 plants  Lincoln Electric Company
     2.5 MW     1 plants  Regents of the University of Minnesota
     2.5 MW     1 plants  Kirkwood Community College
     2.5 MW     1 plants  Polk County Renewables, LLC
     2.5 MW     1 plants  Cuming County Renewables. LLC
     2.5 MW     1 plants  REG Juhl Glenville Wind, LLC
     2.3 MW     1 plants  City of Algona - (IA)
     2.1 MW     1 plants  Federated Rural Electric Assn
       2 MW     1 plants  TG Windfarm LLC
       2 MW     1 plants  CG Windfarm LLC
       2 MW     1 plants  Bisson Windfarm LLC
       2 MW     1 plants  Tofteland Windfarm LLC
       2 MW     1 plants  Westridge Windfarm LLC
       2 MW     1 plants  Fey Windfarm LLC
       2 MW     1 plants  Windcurrent Farms LLC
       2 MW     1 plants  K-brink Windfarm, LLC
       2 MW     1 plants  Boeve Windfarm LLC
       2 MW     1 plants  First State Marine Wind
       2 MW     1 plants  631-56 Airport Owner, LLC
       2 MW     1 plants  Hilltop Power, LLC
       2 MW     1 plants  Lake Region Community Hybrid, LLC
     1.9 MW     1 plants  Alaska Environmental Power
     1.9 MW     1 plants  Valentine Wind, LLC
     1.9 MW     1 plants  Wind GEM, LLC
     1.8 MW     1 plants  Nome Joint Utility Systems
     1.8 MW     1 plants  Hull Municipal Light Plant
     1.8 MW     1 plants  CS Wind America, Inc.
     1.8 MW     1 plants  August Wind Energy, LLC
     1.8 MW     1 plants  Roseman Energy, LLC
     1.8 MW     1 plants  Birch Power LLC
     1.8 MW     1 plants  Two Dot Wind Broadview East LLC
     1.7 MW     1 plants  Illinois Rural Electric Coop
     1.7 MW     1 plants  Stahl Wind Energy, LLC (Longroad)
     1.7 MW     1 plants  Carstensen Wind, LLC (Longroad)
     1.7 MW     1 plants  Northern Lights Wind LLC (Longroad)
     1.7 MW     1 plants  Lucky Wind, LLC (Longroad)
     1.7 MW     1 plants  Greenback Energy, LLC (Longroad)
     1.7 MW     1 plants  Iowa Lakes Community College
     1.7 MW     1 plants  Notus Clean Energy LLC
     1.7 MW     1 plants  University of Minnesota Morris Campus
     1.7 MW     1 plants  University of Minnesota WCROC
     1.7 MW     1 plants  Heartland Community College
     1.7 MW     1 plants  Green Energy Machine, LLC
     1.7 MW     1 plants  CCC Hastings Renewable Energy, LLC
     1.7 MW     1 plants  Seward Wind LLC
     1.6 MW     1 plants  City of Osage - (IA)
     1.6 MW     1 plants  Town of Ipswich - (MA)
     1.6 MW     1 plants  Luther College Wind Energy Project LLC
     1.6 MW     1 plants  Cumberland Rose Wind Energy, LLC
     1.6 MW     1 plants  Forward Fontanelle Power, LLC
     1.6 MW     1 plants  Greenfield Wind Power, LLC
     1.6 MW     1 plants  Meadow Ridge Wind Energy, LLC
     1.6 MW     1 plants  Sky Volt, LLC
     1.6 MW     1 plants  Wiota Wind Energy, LLC #1
     1.6 MW     1 plants  St. Olaf College
     1.5 MW     1 plants  Kas Brothers Windfarm LLC
     1.5 MW     1 plants  Mesalands Community College
     1.5 MW     1 plants  Winona County Wind LLC
     1.5 MW     1 plants  Wolverine Wind Energy, LLC
     1.5 MW     1 plants  Bulldog Wind Energy, LLC
     1.5 MW     1 plants  Adams Electric Cooperative
     1.5 MW     1 plants  Buffalo Center Wind LLC
     1.5 MW     1 plants  MWRA Charlestown
     1.5 MW     1 plants  New London Municipal Utilities
     1.5 MW     1 plants  Hamilton Wind Energy LLC
     1.5 MW     1 plants  City of Traer - (IA)
     1.5 MW     1 plants  Camelot Wind LLC
     1.5 MW     1 plants  WED NK Green LLC
     1.5 MW     1 plants  WED Coventry One, LLC
     1.5 MW     1 plants  WED Coventry Three, LLC
     1.5 MW     1 plants  WED Coventry Four, LLC
     1.5 MW     1 plants  Scituate Wind LLC
     1.5 MW     1 plants  SUEZ North America, Inc.
     1.5 MW     1 plants  OEE XVII, LLC
     1.5 MW     1 plants  OEE XXIV LLC
     1.5 MW     1 plants  Seneca Nation
     1.5 MW     1 plants  Town of Otis
     1.5 MW     1 plants  Jiminy Peak Mountain Resort, LLC
     1.5 MW     1 plants  Green Providence Wind I, LLC
     1.5 MW     2 plants  Arkansas River Power Authority
     1.4 MW     1 plants  City of Moorhead - (MN)
     1.3 MW     1 plants  Shane's Wind Machine LLC
     1.2 MW     1 plants  City of Mountain Lake - (MN)
     1.2 MW     1 plants  Massachusetts Wtr Rauth-Deer I
     1.2 MW     1 plants  Harbec Energy
       1 MW     1 plants  Sand Point Generating, LLC
       1 MW     1 plants  Case Western Reserve University
     0.1 MW     1 plants  Ameren Illinois
       0 MW     1 plants  WPPI Energy
       0 MW     1 plants  Solano Wind 3, LLC
       0 MW     1 plants  Cameron Ridge LLC
       0 MW     1 plants  Ridgetop Energy LLC
       0 MW     1 plants  Mesa Wind Power Corporation
       0 MW     1 plants  Sky River LLC
       0 MW     8 plants  BP Wind Energy North America Inc
       0 MW     3 plants  Coram Energy, LLC
       0 MW     2 plants  CTV Marketing Group
       0 MW     1 plants  EDF Renewable Windfarm V, Inc
       0 MW     1 plants  TPC Windfarm LLC
       0 MW     1 plants  Ridgetop Energy LLC II
       0 MW     1 plants  Texas Big Spring, L.P.
       0 MW    14 plants  Enel North America, Inc.
       0 MW    14 plants  Northern Alternative Energy
       0 MW     1 plants  Mitsubishi Heavy Industries America, Inc.
       0 MW     1 plants  Mountain View Power Prtnrs, LLC
       0 MW     1 plants  Ridge Crest Wind Partners, LLC
       0 MW     2 plants  Florida Power & Light Co
       0 MW     1 plants  RISEC Operating Services
       0 MW     3 plants  Shaw Creek Solar
       0 MW     2 plants  Terra-Gen California Wind Holdings LLC
       0 MW     1 plants  FPL Energy Sooner Wind LLC
       0 MW     1 plants  InfraRed Energy Transition Fund LP
       0 MW     4 plants  Custom Farm Systems
       0 MW     1 plants  OMEGA Joint Venture 6
       0 MW     1 plants  Wolverine Creek Energy LLC
       0 MW    10 plants  NRG Energy, Inc
       0 MW     1 plants  Citi Renewable Investments I LLC
       0 MW     1 plants  AIE Tawhiri Power Holding, LLC
       0 MW     1 plants  Other
       0 MW     1 plants  Caithness VG Wind LLC
       0 MW     1 plants  Mitchell Technical Institute
       0 MW     1 plants  Valcour Clinton Windpark, LLC
       0 MW     1 plants  Valcour Ellenburg Windpark, LLC
       0 MW     1 plants  Valcour Bliss Windpark, LLC
       0 MW     1 plants  South Trent Wind LLC
       0 MW     1 plants  Duke Energy DEGS North Allegheny
       0 MW     1 plants  Hatchet Ridge Wind LLC
       0 MW     1 plants  Pattern Gulf Wind
       0 MW     1 plants  Cottonwood J20 Holdings, LLC
       0 MW     4 plants  Edison Mission Energy
       0 MW     1 plants  Cielo Goat Limited
       0 MW     1 plants  Mission Wind Goat Mountain Inc
       0 MW     3 plants  UBS Asset Management (Americas) Inc
       0 MW     3 plants  Texas Wind Repower HoldCo, L.P. c/o Concord Infrastructure Investments, LLC
       0 MW     1 plants  Crosswind Holdco LLC
       0 MW     1 plants  Hardin Holdco LLC
       0 MW     1 plants  Valcour Altona Windpark, LLC
       0 MW     1 plants  Valcour Wethersfield Windpark, LLC
       0 MW     1 plants  Valcour Chateaugay Windpark, LLC
       0 MW     1 plants  National Grid Renewables
       0 MW     1 plants  Wisconsin Power and Light Co
       0 MW     1 plants  Tenaska Elkhorn Ridge I LLC
       0 MW     1 plants  Tenaska Elkhorn Ridge II LLC
       0 MW     1 plants  Tenaska Elkhorn Ridge III LLC
       0 MW     1 plants  Ocotillo Windpower LP
       0 MW     1 plants  Duke Energy DEGS Happy Jack
       0 MW     1 plants  TE Notrees LLC
       0 MW     3 plants  DEGS Wind 1 LLC
       0 MW     1 plants  Butter Creek Power, LLC
       0 MW     1 plants  Big Top, LLC
       0 MW     1 plants  Wagon Trail, LLC
       0 MW     1 plants  Vitol Wind I, LLC
       0 MW     2 plants  Oppidum Green Energy USA, LLC
       0 MW     1 plants  Siemens Gamesa Renewable Energy Inc.
       0 MW     1 plants  Blue Hen Wind
       0 MW     1 plants  Spring Valley Wind LLC
       0 MW     3 plants  IRG Acquisition Holdings LLC
       0 MW     7 plants  NRG Renew
       0 MW     1 plants  Dutch Energy Corporation
       0 MW     1 plants  Clover US Blocker LLC
       0 MW     1 plants  TianRun Uilk LLC
       0 MW     1 plants  Uilk Wind I
       0 MW     1 plants  Uilk Wind II
       0 MW     1 plants  Uilk Wind III
       0 MW     1 plants  Fox Islands Electric Coop, Inc
       0 MW     1 plants  Bankers Commercial Corporation
       0 MW     1 plants  Adams Wind Generations LLC
       0 MW     2 plants  BE Minnesota Wind Holdings LLC
       0 MW     1 plants  Norgard 1
       0 MW     1 plants  Danielson Wind Farms LLC
       0 MW     2 plants  RPG Elk/Hawkeye Investco, LLC
       0 MW     2 plants  RPMA Wind Holding II
       0 MW     1 plants  Valley View Wind Investors LLC
       0 MW     1 plants  Valley View Wind Holdings
       0 MW     1 plants  Ocotillo Express LLC
       0 MW     1 plants  Shiloh III Wind Project, LLC
       0 MW     1 plants  Southern California P P A
       0 MW     2 plants  Sumitomo Corporation of America
       0 MW     1 plants  Berkshire Wind Power Cooperative Corp
       0 MW     1 plants  TC-8 71 Ranch, LP
       0 MW     1 plants  TC-7 Oversight Resources, LLC
       0 MW     1 plants  Windstar Energy LLC
       0 MW     1 plants  Kingman Energy Corp
       0 MW     2 plants  GL Envision LLC
       0 MW     1 plants  ALM Holding Company
       0 MW     1 plants  RPMA Wind Holding I LLC
       0 MW     1 plants  Chevelle Wind Iowa LLC
       0 MW     1 plants  Excelsior Energy Capital
       0 MW     2 plants  Brookfield Renewable Energy Group
       0 MW     1 plants  BlackRock Inc.
       0 MW     1 plants  CROPP Cooperative
       0 MW     1 plants  Starwood Energy Group Global
       0 MW     1 plants  Apex Wind Energy Holdings, LLC
       0 MW     1 plants  Atlantic Oklahoma Wind, LLC
       0 MW     1 plants  BAIF Granite Holdings LLC
       0 MW     1 plants  Freshet Wind Energy LLC
       0 MW     2 plants  BayWa r.e. USA, LLC
       0 MW     4 plants  Foundation CA Fund VI Owner, LLC
       0 MW     3 plants  Foundation CA Fund V Owner, LLC
       0 MW     1 plants  Pattern Panhandle Wind LLC
       0 MW     1 plants  Cook Inlet Region, Inc.
       0 MW     1 plants  Junction Hilltop 1 LLC
       0 MW     1 plants  Junction Hilltop 2 LLC
       0 MW     1 plants  Junction Hilltop 3 LLC
       0 MW     1 plants  Junction Hilltop 4 LLC
       0 MW     1 plants  Junction Hilltop 5 LLC
       0 MW     2 plants  Brahms Wind, LLC
       0 MW     1 plants  Wake Wind Energy LLC
       0 MW     1 plants  Pilot Hill Wind, LLC
       0 MW     2 plants  Anderson Wind Project, LLC
       0 MW     1 plants  Fairfield Wind Owner, LLC
       0 MW     1 plants  Passadumkeag Windpark LLC
       0 MW     1 plants  Windthorst-2 LLC
       0 MW     1 plants  RPG Windthorst-2 Investco
       0 MW     1 plants  Town of West Warwick
       0 MW     1 plants  Los Vientos Windpower III, LLC
       0 MW     1 plants  Los Vientos Windpower IV, LLC
       0 MW     1 plants  Mesquite Creek Wind, LLC
       0 MW     1 plants  Logans Gap Wind LLC
       0 MW     1 plants  Kay Wind LLC
       0 MW     1 plants  Fowler Ridge Wind LLC
       0 MW     1 plants  Bayonne Municipal Utilities Authority
       0 MW     1 plants  Bearkat II TE Partnership LLC
       0 MW     1 plants  Grant Wind, LLC
       0 MW     5 plants  One Energy Capital LLC
       0 MW     2 plants  Todd A.Stoller Living Trust
       0 MW     1 plants  Los Vientos Windpower V, LLC
       0 MW     1 plants  Craig A Stoller Revocable Living Trust
       0 MW     3 plants  One Energy Capital Corporation LLC
       0 MW     1 plants  Broadview Energy JN, LLC
       0 MW     1 plants  Broadview Energy KW, LLC
       0 MW     1 plants  Frontier Windpower, LLC
       0 MW     1 plants  Blue Cloud Wind Energy LLC
       0 MW     1 plants  Grady Wind Energy Center, LLC
       0 MW     1 plants  Bethel Wind Farm LLC
       0 MW     1 plants  Tyler Bluff Wind Project, LLC
       0 MW     1 plants  Grant Plains Wind, LLC
       0 MW     2 plants  NextEra Energy Operating Services LLC
       0 MW     1 plants  Rock Creek Wind, LLC
       0 MW     1 plants  Saltfork Wind, LLC
       0 MW     1 plants  Reading Wind Energy, LLC
       0 MW     1 plants  SP Cactus Flats Wind Energy, LLC
       0 MW     4 plants  WEC Energy Group
       0 MW     1 plants  Live Oak Wind Project, LLC
       0 MW     1 plants  Wildhorse Wind Energy, LLC
       0 MW     1 plants  Solomon Forks Wind Project, LLC
       0 MW     1 plants  Bank of the West
       0 MW     1 plants  East Fork Wind Project, LLC
       0 MW     1 plants  Seymour Hills Wind Project, LLC
       0 MW     1 plants  Mesteno Wind
       0 MW     1 plants  Stoneray Power Partners, LLC
       0 MW     1 plants  Tenaska Nobles 2 Holdings, LLC,
       0 MW     1 plants  ALLETE South Wind, LLC
       0 MW     1 plants  Beech Ridge Energy II, LLC
       0 MW     1 plants  Jumbo Hill Wind Project, LLC
       0 MW     1 plants  Maryneal Windpower, LLC
       0 MW     1 plants  Frontier Windpower II, LLC
       0 MW     2 plants  Great American West Wind, LLC
       0 MW     1 plants  Deuel Harvest Wind Energy LLC
       0 MW     1 plants  Tenaska Clear Creek Debt Holdco, LLC
       0 MW     1 plants  Canadian Breaks Holdings, LLC
       0 MW     1 plants  Prairie Hill Wind Project, LLC
       0 MW     1 plants  Las Lomas Wind Project, LLC
       0 MW     1 plants  Dakota Range III, LLC
       0 MW     1 plants  Triple H Wind Project, LLC
       0 MW     1 plants  King Plains Wind Project, LLC
       0 MW     1 plants  Skookumchuck Wind Energy Project, LLC
       0 MW     1 plants  Cheyenne Light Fuel & Power
       0 MW     1 plants  Black Hills Power, Inc.
       0 MW     1 plants  Glass Sands Wind Energy, LLC
       0 MW     1 plants  Ledyard Windpower, LLC
       0 MW     1 plants  Global Infrastructure Partners
       0 MW     1 plants  Orsted US East Coast Offshore Wind HoldCo, LLC
       0 MW     1 plants  Apex Clean Energy
